Name,Address,Mobile,Website,Email,Products
Regatron AG,"Feldmühlestraße 50, 9400 Rorschach, Switzerland",,http://www.regatron.com,sales@regatron.com,"Mains power devices, insert housing, AC/DC power supplies, single / multiple phase, Programmable power supplies, System power supplies, Lab power supplies, Power supplies, high-voltage, Mains power devices, application-specific"
Regulus Electronics Ltd.,"7F., No. 69, Sec. 2, Guangfu Rd., Sanchong Dist., New Taipei City 241561, Taiwan",,https://www.regulus-ems.com,sales@reguluspec.com,"Assembly production, Small-batch manufacturing"
REHAG ELEKTRONIK GmbH,"Karl-Göx-Straße 20, 27356 Rotenburg/Wümme, Germany",,http://www.rehag.de,info@rehag.de,"DC/DC converter ICs, MOSFET modules, Power semiconductor modules, miscellaneous, Magnetic, Distribution"
Reimax Electronics OÜ,"Angerja tee 59, 76911 Saue vald, Hüüru küla, Harju maakond, Estonia",+372 51 16837,https://www.reimax.net/et/kontsern/reimax-electronics-ou/,aare.kaljurand@reimax.net,"Assembly production, Production services for component construction and equipment manufacturing, miscellaneous"
REINHARDT System- und Messelectronic GmbH,"Bergstr. 33, 86911 Dießen, Germany",,http://www.reinhardt-testsystem.de,info@reinhardt-testsystem.de,"Humidity (gas), evaporation, precipitation, dew point, condensation, Wind direction, wind force, wind velocity, Barometric pressure, Light intensity, Temperature, temperature distribution"
Reliance Technology Development Ltd.,"Unit H, 14th Floor, Mai Luen Industrial Bldg., 23-31 Kung Yip Street, Kwai Chung, N.T., Hong Kong (Special Administrative Region)",,http://www.relianceems.com/index.php/en/,mkt@relianceems.com,"Consumer electronics (CO), Lighting (L), Double-sided PCBs, PTH, Plated through-hole PCBs, Metal core PCBs, Impedance-controlled PCBs"
Renata SA,"Kreuzenstrasse 30, 4452 Itingen, Switzerland",,http://www.renata.com,Juergen.Ruther@renata.com,"Primary elements and batteries, Batteries, lithium"
Renata Mechatronics,"Plot Number 5(P), Global Industrial Park Phulgaon, Pune 412216, India",+49 157 39428544,https://www.renata.co.in,rohit.thawani@renata.co.in,
RENA Technologies GmbH,"Höhenweg 1, 78148 Gütenbach, Germany",,http://www.rena.com,info@rena.com,"Cleaning; Washing; Drying Equipment for Substrate; Fab Processing, Etching; Stripping; Ashing - Dry and Wet Equipment, Plating; Electro Chemical Plating; Deposition Systems, Compound Semiconductor substrates (GaAs on Silicon; GaN; InP; SiGe, etc.)"
Renesas Electronics,"Arcadiastr. 10, 40472 Duesseldorf, Germany",,http://www.renesas.com,events-eu@lm.renesas.com,"Development systems, software, miscellaneous, Power semiconductor modules, miscellaneous"
Rennsteig Werkzeuge GmbH,"An der Koppel 1, 98587 Steinbach-Hallenberg, Germany",,http://www.rennsteig.com,info@rennsteig.com,"Hand tools, Special electronics hand tools"
"RenXin-Seiko Industry Co., Ltd.","#30 Weijian Rd., Zone E, Weijian Industrial Park, Chashan Town, 523385 Dongguan, China",+86 189 38598393,https://www.renxin-precision.com,sales@renxin-precision.com,"Lighting (L), Power Electronics and Energy Technology (PE), Stamped parts and metal components, other, Sheet-metal housings, Shieldings, thermal, Heat sinks"
RESER Robot Technology,"Jagersveld 7, 5405 BW Uden, Netherlands",+31 6 19345727,https://www.reser.nl/,Sales@reser.nl,"Automation & Robotics, Wafer Handling, Device; Wafer; Display Panel Handling Products"
REVOLUPLAST,"ZA de la Croix Saint Mathieu BP10022, 28320 Gallardon, France",,http://www.revoluplast.com/en/,contact@revoluplast.fr,
RFbeam Microwave GmbH,"Schuppisstrasse 7, 9016 St. Gallen, Switzerland",,http://www.rfbeam.ch,office@rfbeam.ch,"Radar, Angle, location, Distance, length, elevation, Level, depth, Wavelength, frequency, oscillation, RPM, Speed"
"RF Morecom Corea Co., Ltd.","#840, 11, Seocheon-ro 201beon-gil Giheung-gu, Gyeonggi-do, Yongin-si 17111, South Korea",+82 70 76098785,https://www.rfmorecom.com,chansik@rfmkorea.com,"5G/6G (G), Electronics for aviation, aerospace and defence (D), Polymer components, Passive components, miscellaneous"
RFMW - MRC Gigacomp / MRC Components,"Bahnhofstraße 1, 85354 Freising, Germany",,https://www.rfmw.com,sales@rfmw.de,
"RiLong Precision Mold Co., Ltd.","6#, Jinyuan 2 Rd., Jinyuan Ind., Yuanshan Str., Longgang Dist., 518115 Shenzhen, China",,http://www.rilong-mold.com,sales1@rilong-mold.com,"Healthcare/Wearables (HW), Safety (S), Compression molded parts, Injection molded parts, 2-component injection-molded parts, Components made of plastic or rubber, other"
RM Components GmbH,"O'Brien-Str. 5, 91126 Schwabach, Germany",,http://www.rm-components.de,info@rm-components.de,"DC Inductors, Filter reactors, Common mode chokes, SMD inductors, Multilayer inductors"
Robert Bosch GmbH,"Tübinger Straße 123, 72762 Reutlingen, Germany",,https://www.bosch-semiconductors.com,kontakt@bosch.de,"Wide bandgap semiconductor modules, Wide bandgap power semiconductor devices, Pressure (gauge, absolute, differential)"
ROB GmbH,"Am Wolfsbaum 1, 75245 Neulingen, Germany",,http://www.rob-group.com,info@rob-group.com,"Coating services, Component insertion, Assembly production, Cabling, Production services for component construction and equipment manufacturing, miscellaneous, Software design"
"Rochester Electronics, LLC","16 Malcolm Hoyt Drive, Newburyport, MA 01950, USA",+49 89 588041000,http://www.rocelec.com,sales@rocelec.com,"Gate drivers ICs, Linear regulators, Switching regulator ICs, IGBT modules, Field effect transistors (MOSFETs)"
ROHDE & SCHWARZ GmbH & Co. KG,"Mühldorfstr. 15, 81671 München, Germany",,http://www.rohde-schwarz.com,info@rohde-schwarz.com,"Small-batch manufacturing, EMI / EMC test software"
ROHM Semiconductor GmbH,"Karl-Arnold-Straße 15, 47877 Willich, Germany",,https://www.rohm.com,info@de.rohmeurope.com,"Schottky diodes, Laser diodes, Battery management ICs, DC/DC converter ICs, Gate drivers ICs, LED drivers, Linear regulators, Motor drivers, Wide bandgap semiconductor modules, Field effect transistors (MOSFETs), IGBTs, Wide bandgap power semiconductor devices, Terahertz technology"
ROKA - Robert Karst GmbH & Co.KG Elektrotechnische Fabrik,"Motzener Str. 22, 12277 Berlin, Germany",,http://www.roka-berlin.de,info@roka-berlin.de,"Automotive (AE), Consumer electronics (CO), Cable assemblies, Configured cable / connector combinations for automotive applications, Coaxial connectors, miscellaneous, Automotive plug-in connectors, Specialized plug-in connectors, Mains power appliance outlets, Ready-made coaxial cables"
Rommtech-3S Ltd.,"Illinden Street 3, 3000 Vratsa, Bulgaria",,https://www.rommtech-3s.com,info@rommtech-3s.com,"Component insertion, Housings, customer-specific, Assembly production, Cabling, Chargers, battery, Batteries, NiMH, Production services"
Rompal Ingenieros S.A.U. Electronic Manufacturing Services,"Montserrat Roig n°23, 08940 Hospitalet de Llobregat, Spain",,https://www.rompal.es,bgarcia@rompal.es,"Reflow services, Assembly production, Production services for component construction and equipment manufacturing, miscellaneous"
Rosenberger Group,"Hauptstraße 1, 83413 Fridolfing, Germany",,https://www.rosenberger.com/,info@rosenberger.com,"5G/6G (G), Automation (A), Automotive (AE), Carbon-Neutral Production (CN), Electro-Mobility (E), Electronics for aviation, aerospace and defence (D), Internet of Things (IoT) (I), Medical electronics (M), Power Electronics and Energy Technology (PE), Smart Grids/Smart Energy (SE), Smart Home/Building/Infrastructure (SH), Sustainability and Circular Economy (SC), Coaxial connectors, miscellaneous, PCB connectors, Automotive plug-in connectors, High current plug-in connectors, Customized plug-in connectors, Hermetically sealed connectors, Calibration kits, HF connectors"
"Rossonix Co., Ltd.","Rm. 9I, 9th Fl., Shang Shui Jing Complex Bldg., No. 333 Ji Hua Rd., Ji Hua Str., LongGang, 518112 Shenzhen, China",+86 17 324401804,http://www.rossonix.com,sales@rossonix.com,"Intelligent power modules, customized, IGBT modules"
Rotakorn Electronics AB,"Bruksgatan 3, 597 30 Åtvidaberg, Sweden",,https://www.rotakorn.com/,info@rotakorn.se,"Distribution, Obsolescence / inventory management"
Erich Rothe GmbH & Co. KG,"Flugplatzstr. 21, 64 + 66, 97318 Kitzingen, Germany",,http://www.rothe.de,info@rothe.de,"Automation (A), Packaging materials, Blister belting strips, Blister belt cover strips, Belt spools for component belting"
Routejade,"Gayagongdan-gil, Gayagok-myeon 24-8, Nonsan-si, Chungcheongnam-do 33020, South Korea",+82 108 6055369,https://www.routejade.com,jinhee-jun@routejade.com,"Batteries, lithium"
"Royal Electronic Factory Thailand Co., Ltd.","20/1-2, Moo 2, Klong-na, Muang, Chachoengsao 24000, Thailand",,https://www.royalohm.com,export@royalohm.com,"Automation (A), Electro-Mobility (E), Individual fixed resistors, standard, SMD resistors, High-voltage resistors, Fixed resistors, miscellaneous"
RRC power solutions GmbH,"Technologiepark 1, 66424 Homburg/Saar, Germany",,http://www.rrc-ps.com,sales@rrc-ps.de,"Smart batteries, Chargers, battery, Power management systems, Uninterruptable power supplies (UPS)"
RS Components GmbH,"Mainzer Landstraße 180, 60327 Frankfurt, Germany",,http://de.rs-online.com,rs-gmbh@rsonline.de,"Development tools, hardware, miscellaneous, Wireless IoT"
RT-RK,"Narodnog fronta 23a, 21000 Novi Sad, Serbia",,https://www.rt-rk.com,info@rt-rk.com,"FPGA design, Hardware design, Software design"
Rubadue Wire,"5610 Boeing Drive, Loveland, CO 80538, USA",,https://www.rubadue.com,sales@rubadue.com,Power-supply transformers
"Dongguan RUNDA Cooling Fan Co., Ltd.","No. 371, Baoling Rd., Tangxia Town, 523728 Dongguan, China",+86 134 18523498,http://www.szrunda.com,runda@szrunda.com,"Automation (A), Power Electronics and Energy Technology (PE)"
S2P - Smart Plastic Products,"5 rue Pierre et Marie Curie, 01100 Bellignat, France",,https://www.s-2p.com,info@s-2p.com,"3D-MID circuit boards, MID components, other, Antennas and antenna accessories"
S3 Alliance GmbH,"Mahdenstraße 23, 72138 Kirchentellinsfurt, Germany",,https://www.s3-alliance.com,salesgmbh@s3-alliance.com,"Chemical; Pure Water; Fluid Monitoring & Control Systems, Defect; Particle; Bump; Contamination Detection, Review or Inspection, Wafer; Substrate Metrology; Topology; Nanotopography; Flatness Measurement; Crystalline Orientation, Repair; Rebuild; Install Equipment; Maintenance Services; Spare Parts, Automation & Robotics, Wafer Handling, Inspection and Metrology, Dicing; Sawing; Scribing; Separation Equipment, Wafer Mount; Taping Equipment, Bonding; Interconnect Materials - Wire; Ribbon; Tape; Capillaries & Tools, Chemical Mechanical Polishing (CMP); Electro Polishing; Mechanical Polishing Equipment, Cleaning; Washing; Drying Equipment for Substrate; Fab Processing, Deposition; Chemical Vapor (CVD); MOCVD; PECVD; LPCVD; ALD; REALD; MVD, Etching; Stripping; Ashing - Dry and Wet Equipment"
SADEVTEQ,"2 Allée des Faisans - Z.I. de Vovray, 74600 Annecy, France",,https://www.sadevteq.com,info@sadevteq.com,"Consumer electronics (CO), Electronics for aviation, aerospace and defence (D), Metal housings for connectors, SM test points, Connectors, miscellaneous, Press-fit connectors"
Safe-PCB,"Allée des tanneurs - Parc du Bief, 01600 Trevoux, France",,https://www.safe-pcb.com,contact.group@safe-pcb.com,"Automation (A), Electro-Mobility (E), Electronics for aviation, aerospace and defence (D), Electronics for railway technology (R), Lighting (L), Medical electronics (M), Power Electronics and Energy Technology (PE), Double-sided PCBs, PTH, Multilayer PCBs, miscellaneous, Flexible circuits, Flex-rigid circuits"
Sahasra Electronics Pvt. Ltd.,"129-G, Noida Special Economic Zone, Noida II, Uttar Pradesh 201305, India",,https://www.sahasrarelectronics.com,cjbevers@sahasraelectronics.com,"Regulator assemblies, Switching-device assemblies, Converter assemblies"
"Salecom Electronics Co., Ltd.","1F, No. 61 Wu-Chyuan Road, Wugu District, New Taipei City 24886, Taiwan",,https://www.salecom.com,allen@salecom.com.tw,"Automotive (AE), Cloud Computing/Cloud Services (C), Toggle switches, Sliding switches, Safety switches, Passive components, miscellaneous"
Salland Engineering (Europe) B.V.,"Boerendanserdijk 39, 8024 AE Zwolle, Netherlands",,http://www.salland.com,sales@salland.com,"Instruments; Bench Top Test, Equipment; Hardware; Product Design, Integration and Manufacturing, Test Services or Consulting"
Samtec Europe GmbH,"Streiflacher Str. 7, 82110 Germering, Germany",,https://www.samtec.com,germany@samtec.com,"Automation (A), Power Electronics and Energy Technology (PE), Configured cable / connector combinations for miscellaneous applications, PCB connectors, Shielded connectors, Connectors, miscellaneous"
Samwha Europe GmbH,"Lyoner Strasse 44-48, 60528 Frankfurt am Main, Germany",,https://www.samwha.com,europe@samwha.com,"Power transformers, SMD inductors, Soft-ferrite products"
Samwha Europe GmbH,"Lyoner Str. 44-48, 60528 Frankfurt, Germany",,http://www.samwha.com,europe@samwha.com,"Aluminum electrolytic capacitors, High-voltage capacitors"
Sanmina Corporation,"Lerchenstr. 1, 91710 Gunzenhausen, Germany",,https://www.sanmina.com,info@sanmina.com,"Copper through-hole PCBs, Ultrathin ML (100 µm / layer), Plated through-hole PCBs, PCBs with blind and buried vias, HDI PCBs, PCBs with thick copper, Multilayer PCBs, miscellaneous, Backplane PCBs, unconfigured, Metal core PCBs, PCBs with embedded resistors, Flexible circuits, Flex-rigid circuits, Micro via PCBs, High frequency PCBs, Impedance-controlled PCBs, Press-fit component PCBs, Large-format PCBs (more than 600 mm), Optical PCBs, High-Tg circuit boards (HTg)"
"Sanshi Electric Co., Ltd.","Xirendang Ind. Zone, Liushi, 325604 Yueqing, China",+86 130 57789090,http://www.fuse.com.cn,fuse@fuse.com.cn,Inverters (DC/AC)
Santek International Pte Ltd,"Kian Tech Drive 31, Singapore 628848, Singapore",,https://www.santec-jp.co.jp,info@santec-jp.co.jp,"5G/6G (G), Electronics for aviation, aerospace and defence (D), Packaging materials, Specialized component enclosures, Seals"
"Sanyou Co., Ltd.","No. 27, Center Two Road, Puxinhu, Tangxia Town, 523719 Dongguan, Guangdong, China",,http://www.sanyourelay.com,chenshi@sanyourelay.eu,
Sasken,"Vissavedentie 1, 69600 Kaustinen, Finland",+358 10 4081111,https://www.sasken.com,siddharth.jindal@sasken.com,"Smart systems, Hardware design, Software design, Antennas"
"Guangdong SAT Intelligent Display Control Co., Ltd.","No. 27th Bldg., Yulv 6th Industrial Zone, Gongming Str. Guangming New Dist., 518132 Shenzhen, China",+86 136 84923815,http://www.sat-sz.com/cn/index.php,Ivy@sat-sz.com,"LCD displays, active (TFT), Touch panel"
Sauro s.r.l.,"Viale delle Industrie, 17 Z.I. Ronchi, 35010 Villafranca Padovana (PD), Italy",,http://www.sauro.net,info@sauro.net,"Automation (A), Smart Home/Building/Infrastructure (SH), Surface-mount technology (SMT) connectors, PCB connectors, Connectors, miscellaneous, PCB terminals"
SCALINX,"46-52 rue Albert, 75013 Paris, France",,https://www.scalinx.com/,info@scalinx.com,"Electronics for aviation, aerospace and defence (D), Wireless (W), Mixed-signal ICs, Analog / digital converter ICs, Digital / analog converter ICs"
Scanfil Electronics GmbH,"Röberstraße 5, 99848 Wutha-Farnroda, Germany",,https://www.scanfil.com,marcel.kleinsteuber@scanfil.com,"Component insertion, Bonding of dies on PCBs, Component insertion under cleanroom conditions, Assembly production"
Schärer + Kunz GmbH,"Johann-Flitsch-Straße 8, 83075 Bad Feilnbach-Au, Germany",+49 171 6933073,http://www.schaererkunz-shop.de,info@schaererkunz.de,"Thermal transfer printers, Accessories for PCBs, miscellaneous, Printed, flexible RFID, RFID"
Schaffroth GmbH,"Zinkstrasse 65+67, 73666 Baltmannsweiler, Germany",,http://www.Schaffroth.de,info@schaffroth.de,Cabling
Schiederwerk GmbH,"Neuburger Str. 40, 90451 Nürnberg, Germany",,http://www.schiederwerk.de,info@schiederwerk.de,"AC/DC power supplies, single / multiple phase, AC / DC power supplies, open frame, AC / DC power supplies, configurable, DC/DC converter, low power <100W, DC/DC power modules > 100W, DC/DC converter for automotive and e-mobility, AC/DC power supplies for medical application, Bidirectional DC/DC converter, Programmable power supplies, System power supplies, Intelligent power modules, customized, Power supplies, high-voltage, Mains power devices, application-specific, LED power supplies"
Schlegel Electronic Materials (SEM) bv,"Schatting 73, 8210 Zedelgem, Belgium",+44 7903 722191,http://www.schlegelemi.com,ian.stocks@schlegelemi.com,Antennas and antenna accessories
Georg Schlegel GmbH & Co. KG,"Kapellenweg 4, 88525 Dürmentingen, Germany",,http://www.schlegel.biz,info@schlegel.biz,"Automation (A), Safety (S), Signal generators, acoustic, Detector components, miscellaneous, Electrical keys, miscellaneous, Initiation devices, miscellaneous"
Schlenk Metallfolien GmbH & Co. KG,"Barnsdorfer Hauptstr. 5, 91154 Roth, Germany",,http://www.schlenk.com,foils@schlenk.de,"Conductor strips, Primary elements and batteries, Coilware, application-specific, Electronics assembly and packaging"
Schlöder GmbH,"Edisonstr. 6, 85716 Unterschleißheim, Germany",,http://www.schloeder-emv.de,info@schloeder-emv.de,"Power Electronics and Energy Technology (PE), Safety (S), EMI test systems, Coupling / decoupling networks, ESD testers, Magnetic-field measurement equipment, Surge and burst test equipment"
Walter Schneider GmbH,"Raiffeisenstr. 28, 75196 Remchingen, Germany",,http://www.schneider-umformen.de,vertrieb@schneider-umformen.de,"AC / DC power supplies, battery charging"
SCHROEDER + BAUER Werkzeugbau Stanztechnik GmbH + Co. KG,"Pforzheimer Str. 37, 75245 Neulingen, Germany",,http://schroeder-bauer.com,info@schroeder-bauer.com,"Automotive (AE), Electro-Mobility (E), Plug-in connectors for press-fit applications, Plug-in connectors with crimp connectors, Cut / crimp connectors (IP), Flat plug-in connectors"
Schützinger GmbH,"Eichwiesenring 6, 70567 Stuttgart, Germany",,https://www.schuetzinger.de,info@schuetzinger.de,"Healthcare/Wearables (HW), Power Electronics and Energy Technology (PE), Configured cable / connector combinations for laboratory / testing technology, Automotive plug-in connectors, Medical plug-in connectors, Customized plug-in connectors, Customized cables, Laboratory instrumentation accessories, Measurement cables / leads"
SchuhEder Consulting,"Stollbergstraße 8, 80539 München, Germany",,https://www.schuh-eder.com/,info@schuh-eder.com,
Schulz-Electronic GmbH,"Dr.-Rudolf-Eberle-Str. 2, 76534 Baden-Baden, Germany",,http://www.schulz-electronic.de,vertrieb@schulz-electronic.de,"artificial mains networks, Mains power devices, portable, AC/DC power supplies, single / multiple phase, AC / DC power supplies, battery charging, AC/DC power supplies, DIN rail, Programmable power supplies, System power supplies, Lab power supplies, Power supplies, high-voltage, Mains power devices, application-specific"
SCHURTER Electronic Components,"Werkhofstrasse 8-12, 6002 Luzern, Switzerland",,http://schurter.com,contact.ch@schurter.com,"Healthcare/Wearables (HW), Sustainability and Circular Economy (SC), EMC filters, Circuit breaker for equipment protection, Equipment-protection fuses, Input systems"
SCHWEIZER ELECTRONIC AG,"Einsteinstrasse 10, 78713 Schramberg, Germany",,https://www.schweizer.ag,info@schweizer.ag,"PCBs with blind and buried vias, HDI PCBs, PCBs with thick copper, Bondable PCBs"
scia Systems GmbH,"Clemens-Winkler-Straße 6c, 09116 Chemnitz, Germany",,http://www.scia-systems.com,info@scia-systems.com,"Equipment, Nanotechnology Tools, Deposition; Chemical Vapor (CVD); MOCVD; PECVD; LPCVD; ALD; REALD; MVD, Deposition; Physical Vapor (PVD); Sputtering; Evaporation Equipment, Ion; E-Beam Milling Etching Equipment"
Sciosense B.V.,"High Tech Campus 10, 5656 AE Eindhoven, Netherlands",,http://www.sciosense.com,info@sciosense.com,"Hydrogen, Carbon monoxide, Methane, Ethylene, Capacitive, Ultrasonic, Humidity (gas), evaporation, precipitation, dew point, condensation, Particle density, Barometric pressure, Room climate, Other parameters, Force, torque, torsion, stress, Temperature, temperature distribution, Time, duration, time constants, Flow, volume, current (gases), Flow, volume, current (liquids), Smart home / smart buildings"
SD Card Association,"5000 Executive Parkway Suite 302, San Ramon, CA 94583, USA",+1 510 427-6976,https://www.sdcard.org,blucero@inventures.com,"Memory cards, Memories, miscellaneous"
SEALSQ,"Rue de la Carrière de Bachasson Bâtiment A Arteparc, 13590 Meyreuil, France",+49 6255 41552,https://www.sealsq.com/,ftreillaud@sealsq.com,"Internet of Things (IoT) (I), Smart Home/Building/Infrastructure (SH), 16 bit microcontrollers, 32 bit microcontrollers, Application-specific ICs (ASICs)"
"Season Components Co., Ltd.","Rm. 503, 8-12 Ma Kok Street, Tsuen Wan, Hong Kong (Special Administrative Region)",,http://www.seasongroup.com/,inquiry@seasongroup.com,"Power management systems, LPWAN, Smart home / smart buildings, Wireless IoT"
Seba Components,"68, avenue Jean Jaurès, 78960 Bois d'Arcy, France",+33 662 512875,http://www.sebacomp.com,ab@sebacomp.com,"SMD inductors, Rectifier diodes, Zener diodes, Power diodes, Driver ICs, Miscellaneous transistors"
SECH SA,"Z.I. du Vivier 22, 1690 Villaz-St-Pierre, Switzerland",+49 172 8657027,https://www.sechsa.com,info@sechsa.com,"Uninterruptable power supplies (UPS), Mains power stabilizers"
SECTRON s.r.o.,"Josefa Savla 1271/12, 709 00 Ostrava 9, Czech Republic",,https://www.sectron.cz,sales@sectron.cz,"5G, Antennas, RF assemblies, miscellaneous, Modems"
"SEEDST International Co., Ltd.","Nos. 1-17 Sai Lau Kok Road ,Tsuen Wan NT, Flat/Rm No. 3 13/F, Grand City Plaza, 999077 Hongkong, China",+86 137 28649522,http://www.seedstint.com,eva@seedstint.com,"Fixed inductors, Integrated circuits, Printed, flexible semiconductors, Field effect transistors (MOSFETs)"
Seektronics,"Unit B, 5/F, Gallo Commercial Bldg., 14-118 Lockhart Rd., Wanchai, 999077 Hongkong, China",+86 135 10471061,http://www.seektronics.com,sales@seektronics.com,"DC/DC converter ICs, Power semiconductor modules, miscellaneous"
See-Plus Industrial Limited,"Unit D, 15/F., World Tech Centre 95 How Ming Street, Kwun Tong, 000000 Kowloon, Hong Kong (Special Administrative Region)",,http://www.seeplus.com.hk,sales@seeplus.com.hk,"Automation (A), Power Electronics and Energy Technology (PE), Electro hydraulic steering, Automotive plug-in connectors, Sliding switches, Switches, miscellaneous"
SEFRAM,"32 rue Edouard Martel BP55, 42009 St Etienne Cedex 2, France",,http://www.sefram.com,sales@sefram.com,"Lab power supplies, Power-supply transformers"
SEICA S.p.A.,"Via Kennedy 24, 10019 Strambino (TO), Italy",,http://www.seica.com,sales@seica.com,Optical inspection systems
S.E.I.C.A. Spa,"Via Kennedy 24, 10019 Strambino (TO), Italy",,https://www.seica.com,sales@seica.com,"Functional Test Systems, Parametric Test Systems, Probe Card Maintenance and Analysis Systems, Probing Equipment incl. Analytical; Circuit; Manual; E-Beam; Optical; Wafer Probers"
Seifert electronic GmbH,"Egerstr. 3, 58256 Ennepetal, Germany",,https://www.seifert-electronic.de,components@seifert-electronic.de,"Power Electronics and Energy Technology (PE), Heat sinks, Specialized heat sinks"
Selectrona GmbH,"Industriering 19 + 21, 01744 Dippoldiswalde-Reinholdshain, Germany",,https://www.selectrona.com,info@selectrona.com,"Automotive (AE), Polymer components"
Selteka UAB,"Draugystes str. 19, 51230 Kaunas, Lithuania",,https://www.selteka.eu,info@selteka.eu,"Housings, customer-specific, Assembly production, Production services for component construction and equipment manufacturing, miscellaneous, Obsolescence / inventory management"
"Semicon International (Hong Kong) Co., Ltd.","SEG Plaza, Futian District 6908, NA Shenzhen, China",,http://www.semicon-components.com,info@semicon-components.com,"Embedded control ICs, Controller ICs, analog, Digital potentiometer ICs, Mixed-mode ASICs"
SEMI Executive Forum,"Helmholtzstraße 2-9 House D / 3rd floor, 10587 Berlin, Germany",,https://www.semiconeuropa.org,semiconeuropa@semi.org,
"Semihouse Electronics Co., Ltd.","Rm. 5801-5803, 58/F, Hon Kwok Center, No. 3031, Shennan Middle Rd., Futian Dist., 518000 ShenZhen, China",+86 15 217740060,https://en.semihouse-ele.com/,luna@semihouse-ele.com,"Automation (A), Power Electronics and Energy Technology (PE), Active components, Circuit carriers, thermally conductive, Development services"
SEMI TechARENA,"Helmholtzstraße 2-9 House D / 3rd floor, 10587 Berlin, Germany",,https://www.semiconeuropa.org,semiconeuropa@semi.org,
SEMI TechARENA,"Helmholtzstraße 2-9 House D / 3rd floor, 10587 Berlin, Germany",,https://www.semiconeuropa.org,semiconeuropa@semi.org,
Semitel International Ltd,"11F., No. 43-5 Zhongxing Rd., Xizhi Dist., New Taipei City 221012, Taiwan",,http://www.semitelint.com/,takuya.lin@semitelint.com,Automation (A)
Senseair AB,"Stationsgatan 12, 824 71 Delsbo, Sweden",+46 653 717784,http://www.senseair.com,info@senseair.com,"Carbon dioxide, Butane, Propane, Fluorinated hydrocarbons"
Sensirion AG,"Laubisrütistrasse 50, 8712 Stäfa, Switzerland",,http://www.sensirion.com,info@sensirion.com,"Humidity (gas), evaporation, precipitation, dew point, condensation, Room climate, CO₂ sensor, Flow, volume, current (gases), Flow, volume, current (liquids)"
Sensitec GmbH,"Schanzenfeldstr. 2, 35578 Wetzlar, Germany",,http://www.sensitec.com,info@sensitec.com,"Voltage, current, Other parameters, Angle, location, Distance, length, elevation"
Sensylink Microelectronics Inc.,"Room 320, No.1000 Ziyue Road Minghang District, 200241 Shanghai, China",,https://www.sensylink.com,business@sensylink.com,Photodetectors
SEPA EUROPE GmbH,"Hartheimer Straße 6, 79427 Eschbach, Germany",,https://www.sepa-europe.com,info@sepa-europe.com,"Automation (A), Power Electronics and Energy Technology (PE), Fans, Heat exchangers with built-in radiators"
SERO GmbH,"Große Ahlmühle 9, 76865 Rohrbach, Germany",,http://www.sero.de,mail@sero.de,"Coating services, Laser engraving, Reflow services, Surface treatment, Component insertion, Assembly production, Small-batch manufacturing"
"Dongguan SESO Technologu Co, Ltd.","No. 1, Shangnan Road, Jiaojiao Community, Anzhen, 523878 Dongguan, China",,https://www.seso.cn,df@seso.cn,Automation (A)
SE Spezial-Electronic GmbH,"Friedrich-Bach-Str. 1, 31675 Bückeburg, Germany",,https://www.spezial.com,info@spezial.com,"LCD displays, active (TFT), Pressure (gauge, absolute, differential), LTE"
SET,"131 Impasse Barteudet, 74490 Saint-Jeoire, France",,http://www.set-sas.fr,info@set-sas.fr,Die Bonding; Attach Equipment
"Xiamen SET Electronics Co., Ltd.","No. 8067, 8001 West Xiang'an Road., Torch High-Tech Industrial District, Xiang'an, 361101 Xiamen, China",,http://www.SETfuse.com,ivy.wang@setfuse.com,"Power Electronics and Energy Technology (PE), Safety (S), Products for high voltage electrical systems, Surge protection and interference filters, Passive components, miscellaneous, Varistors"
"SET GmbH, Steiner Elektronik Technologie","Werkstraße 32-34, 85298 Scheyern, Germany",,http://www.setgmbh.de,info@setgmbh.de,"Component insertion, Production services for component construction and equipment manufacturing, miscellaneous, Double-sided PCBs, PTH, Multilayer PCBs, miscellaneous"
SFC Energy B.V.,"Twentepoort Oost 54, 7609 RG Almelo, Netherlands",,https://www.sfc-power.com,marketing@sfc.com,"AC/DC power supplies, single / multiple phase, DC/DC power modules > 100W, Programmable power supplies, Burn-in equipment"
SGA - Svenska Grindmatriser AB,"Brigadgatan 16, 587 58 Linköping, Sweden",,http://www.sga.se,info@sga.se,"Automation (A), Smart Home/Building/Infrastructure (SH), Customized analog ICs, Application-specific ICs (ASICs)"
SG Micro Corp,"87 Xi San Huan North Road, the IFEC Building D-1106, Haidian, 100089 Beijing, China",,https://www.sg-micro.com,sales_germany@sg-micro.com,"DC/DC converter ICs, LED drivers, Motor drivers"
SGS Tekniks Manufacturing Pvt. Ltd.,"A-3, Infocity, Sector - 34, Gurgaon 122001, India",+91 981 0067780,http://www.sgst.com,ranjit@sgst.com,"Motor protection modules, Thermal printers, Printer assemblies, mechanical, Component insertion under cleanroom conditions, Assembly production, AC/DC power supplies, single / multiple phase, Power-supply transformers, Toroidal core transformers, Bluetooth, TV receiver subsystems"
"Shaanxi Dibo Shengzhuo Electronic Technology Co., Ltd.","No. 16 Gaoxin West Rd., High-tech Ind. Dev. Zone, 714026 Weinan, China",+86 1861 1853372,https://dbshengzhuo.en.alibaba.com,dbshengzhuo@126.com,Plating services
